LocationCity,LocationDistrict,Type,Rent,Rooms,Bathrooms,IsNearMRT,IsNewlyListed,AllowsPets,ShortTermRent,BuildingType,SizePing,Floor,TotalFloors,HasAC,HasWasher,HasFridge,HasWaterHeater,HasGas,HasInternet,HasBed,HasParking,HasElevator,HasBalcony
台北市,北投區,雅房,4600,1,0,true,true,false,true,公寓,3.5,1,4,false,false,false,true,true,false,true,false,false,false
台北市,萬華區,整層住家,21000,2,1,true,false,false,false,公寓,18.0,3,5,true,true,true,true,true,true,false,false,false,true
台北市,大同區,獨立套房,14200,1,1,true,true,true,false,電梯大樓,10.8,6,10,true,true,true,true,true,true,true,false,true,true
台北市,南港區,分租套房,9000,1,1,true,false,false,true,公寓,7.3,3,5,true,false,true,true,true,true,true,false,false,false
台北市,大安區,雅房,6900,1,0,true,true,false,false,公寓,5.6,4,5,true,false,false,true,true,true,true,false,false,false
台北市,信義區,整層住家,68000,5,3,true,false,true,false,電梯大樓,60.0,25,30,true,true,true,true,true,true,false,true,true,true
台北市,中山區,獨立套房,17200,1,1,true,true,true,false,電梯大樓,13.0,11,16,true,true,true,true,true,true,true,false,true,true
台北市,松山區,分租套房,11800,1,1,true,false,false,true,電梯大樓,9.5,7,10,true,false,true,true,true,true,true,false,true,false
台北市,中正區,雅房,6100,1,0,true,true,false,false,公寓,5.0,2,4,true,false,false,true,true,true,true,false,false,false
台北市,內湖區,整層住家,48000,4,2,false,false,true,false,電梯大樓,42.0,9,15,true,true,true,true,true,true,false,true,true,true
台北市,士林區,獨立套房,15800,1,1,true,true,false,false,公寓,12.0,4,5,true,true,true,true,true,true,true,false,false,true
台北市,文山區,分租套房,8400,1,1,false,false,true,false,公寓,6.4,3,5,true,false,true,true,true,true,true,false,false,false
台北市,北投區,雅房,4400,1,0,true,true,false,true,公寓,3.3,1,4,false,false,false,true,true,false,true,false,false,false
台北市,萬華區,整層住家,27000,3,2,true,false,false,false,公寓,23.0,2,5,true,true,true,true,true,true,false,false,false,true
台北市,大同區,獨立套房,14800,1,1,true,true,true,false,電梯大樓,11.8,8,12,true,true,true,true,true,true,true,false,true,true
台北市,南港區,分租套房,9300,1,1,true,false,false,true,公寓,7.1,4,5,true,false,true,true,true,true,true,false,false,false
